HEARING	SPEAKER	MAIN SPEAKER	ROLE	TEXT
0201-11-15	Adam Schiff	D-Schiff	Democrat	Gentlewoman will suspend. You’re not recognized.
0201-11-15	Adam Schiff	D-Schiff	Democrat	You’re not recognized. The gentlewoman will suspend.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Mr. Nunes, you or minority council are recognized.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Thank the gentleman. We’ll now go to a number of five-minute rounds. I recognize myself for five minutes. Ambassador Yovanovitch, I want to follow up on some of the questions from my colleagues. Some of the early questions seem to suggest that your testimony here was completely irrelevant to the issues at hand. Why are you even here? Isn’t this just some small matter that should have been referred to HR?
0201-11-15	Adam Schiff	D-Schiff	Democrat	So I want to bring our attention to someone who thought you were actually very important to this whole plot or scheme and that is the President of the United States. There was only one ambassador, I believe, who was discussed by the president and the July 25th call, and that was you, Ambassador Yovanovitch. I want to refer back to how you were brought up in that conversation.
0201-11-15	Adam Schiff	D-Schiff	Democrat	At one point during the conversation, the president brings up this prosecutor who was very good and it was shut down, and that’s really unfair. I think you indicated earlier that that was a likely reference to Mr. Lutsenko, the prosecutor. Is that right?
0201-11-15	Adam Schiff	D-Schiff	Democrat	So immediately after the president brings up this corrupt former prosecutor, only one … I’m sorry, my staff has corrected me. Only one American ambassador is brought up in the call. Immediately after the president brings up this corrupt prosecutor that he praises and says he was treated very unfairly, he then encourages Zelensky to speak with Giuliani, the guy who orchestrated the smear campaign against you, correct?
0201-11-15	Adam Schiff	D-Schiff	Democrat	And he then brings you up. So he praises the corrupt prosecutor. He says, “I want you to talk to Giuliani,” the guy who smeared you, and then he brings you up. He obviously thought you were relevant to this, but what is even more telling is immediately after he brings you up and says that you … “The woman was bad news.” He says, “There’s a lot to talk about about Biden’s son.” That Biden stopped the prosecution and a lot of people want to find out about that, so whatever you can do with the attorney general would be great.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Immediately after praising this corrupt prosecutor he attacks you and then he goes right to Biden. That would indicate to you, wouldn’t it, Ambassador, that he connects you somehow with this prosecutor you are at odds with and his desire to see this investigation of Biden go forward, would it not?
0201-11-15	Adam Schiff	D-Schiff	Democrat	My colleagues also asked in pushing you out of the way, ultimately Ambassador Taylor got appointed. Is Ambassador Taylor the kind of person that would further Giuliani’s aims? I think we can all agree that Ambassador Taylor is a remarkable public servant.
0201-11-15	Adam Schiff	D-Schiff	Democrat	But what if the president could put someone else in place that wasn’t a career diplomat? What if he could put in place, say, a substantial donor to his inaugural? What if he could put in place someone with no diplomatic experience at all? What if he put in place someone whose portfolio doesn’t even include Ukraine? Might that person be willing to work with Rudy Giuliani in pursuit of these investigations?
0201-11-15	Adam Schiff	D-Schiff	Democrat	That’s exactly what happened, wasn’t it?
0201-11-15	Adam Schiff	D-Schiff	Democrat	And my colleagues also say, “Well, the security assistance ultimately went through,” so if they sought to condition or bribe Ukraine into doing these investigations by withholding security assistance, they ultimately paid them money. Are you aware, Ambassador, that the security systems was not released until after a whistleblower complaint made its way to the white house?
0201-11-15	Adam Schiff	D-Schiff	Democrat	Are you aware that it was not released until Congress announced it was doing an investigation?
0201-11-15	Adam Schiff	D-Schiff	Democrat	And finally, I want to ask you about the call record that my colleague read at the outset. I’m curious about this, and just for people watching at home so they’re not confused, there are two calls here. There’s the perfunctory congratulatory call after Zelensky is inaugurated, which my ranking member read this morning. And then there’s, of course, the very problematic call in July.
0201-11-15	Adam Schiff	D-Schiff	Democrat	One of the reasons we are here is what happened between April and July. But there was a readout put out by the White House at the time the April congratulatory call was made, and the White House readout said that the president discussed with Zelensky helping Ukraine root out corruption. Now, that, in fact, doesn’t appear anywhere in that call. So I want to ask you Ambassador, why would the White House put out an inaccurate reading? Why would the White House represent that the president said something about corruption when he said nothing about corruption in that call or, in fact, in the one in July?
0201-11-15	Adam Schiff	D-Schiff	Democrat	I thank you. Five minutes now to recognize the ranking member.
0201-11-15	Adam Schiff	D-Schiff	Democrat	You may yield. Ms. Stefanik.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Mr. Himes, you’re recognized.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Mr. Conaway.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Without objection.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Without objection.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Without objection.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Without objection.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Without objection.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Without objection.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Without objection. The time of the gentleman has expired. I now recognize Ms. Sewell.
